AGE (yrs),dD,est. d18O
202496,-450.5,-57.3885350318
202607,-450.6,-57.4012738854
202717,-449.4,-57.2484076433
202826,-449,-57.1974522293
202936,-450.2,-57.3503184713
203046,-449.5,-57.2611464968
203155,-447,-56.9426751592
203262,-446.5,-56.8789808917
203370,-449.1,-57.2101910828
203481,-450.4,-57.3757961783
203592,-449.6,-57.2738853503
203704,-451.4,-57.5031847134
203818,-452.5,-57.6433121019
203933,-453.1,-57.7197452229
204049,-453.5,-57.7707006369
204164,-451.1,-57.4649681529
204278,-451.9,-57.5668789809
204394,-454.3,-57.872611465
204512,-453.8,-57.8089171975
204629,-452.4,-57.6305732484
204743,-450.1,-57.3375796178
204857,-451.4,-57.5031847134
204973,-453.7,-57.7961783439
205092,-456,-58.0891719745
205214,-456.8,-58.1910828025
205336,-456.7,-58.178343949
205458,-456.4,-58.1401273885
205582,-458.3,-58.3821656051
205708,-460.1,-58.6114649682
205836,-460.7,-58.6878980892
205965,-461.3,-58.7643312102
206097,-464.3,-59.1464968153
206232,-464.9,-59.2229299363
206366,-462.6,-58.9299363057
206496,-460.9,-58.7133757962
206627,-462.3,-58.8917197452
206759,-462.5,-58.9171974522
206890,-460.2,-58.6242038217
207019,-460.8,-58.7006369427
207149,-460.3,-58.6369426752
207278,-460.4,-58.6496815287
207409,-461.5,-58.7898089172
207540,-460.8,-58.7006369427
207671,-461.4,-58.7770700637
207803,-461.7,-58.8152866242
207933,-459.3,-58.5095541401
208061,-458.8,-58.4458598726
208191,-460.8,-58.7006369427
208319,-456.9,-58.2038216561
208445,-457.6,-58.2929936306
208571,-456.8,-58.1910828025
208696,-456.3,-58.127388535
208821,-456.4,-58.1401273885
208946,-456.1,-58.101910828
209072,-457,-58.2165605096
209195,-453.2,-57.7324840764
209315,-452.1,-57.5923566879
209436,-453.9,-57.821656051
209560,-456.2,-58.1146496815
209686,-457.3,-58.2547770701
209812,-455.8,-58.0636942675
209938,-456.4,-58.1401273885
210062,-453.4,-57.7579617834
210182,-450,-57.3248407643
210300,-450.8,-57.4267515924
210418,-451,-57.4522292994
210538,-452.5,-57.6433121019
210659,-451.8,-57.5541401274
210777,-449,-57.1974522293
210893,-447.9,-57.0573248408
211009,-448.3,-57.1082802548
211127,-450.9,-57.4394904459
211246,-451.1,-57.4649681529
211366,-450.5,-57.3885350318
211485,-450.3,-57.3630573248
211603,-448.8,-57.1719745223
211721,-450.8,-57.4267515924
211842,-452,-57.5796178344
211960,-447.2,-56.9681528662
212075,-447.4,-56.9936305732
212190,-446.1,-56.8280254777
212305,-448.3,-57.1082802548
212422,-447.7,-57.0318471338
212538,-447.5,-57.0063694268
212653,-445.2,-56.7133757962
212766,-445.1,-56.7006369427
212881,-447.8,-57.0445859873
212996,-445.3,-56.7261146497
213109,-444.4,-56.6114649682
213223,-447.2,-56.9681528662
213338,-446,-56.8152866242
213453,-445.5,-56.7515923567
213567,-446.4,-56.8662420382
213684,-447.8,-57.0445859873
213799,-444.1,-56.5732484076
213911,-443.5,-56.4968152866
214024,-444.9,-56.6751592357
214138,-444.4,-56.6114649682
214251,-443.8,-56.5350318471
214364,-443.8,-56.5350318471
214478,-445,-56.6878980892
214592,-444.8,-56.6624203822
214706,-443.5,-56.4968152866
214819,-443,-56.4331210191
214932,-443.6,-56.5095541401
215047,-445.2,-56.7133757962
215161,-443.5,-56.4968152866
215274,-442.5,-56.3694267516
215386,-441.1,-56.1910828025
215497,-440.4,-56.101910828
215608,-442.2,-56.3312101911
215723,-445.3,-56.7261146497
215839,-443.5,-56.4968152866
215955,-445.5,-56.7515923567
216075,-448.4,-57.1210191083
216197,-449,-57.1974522293
216319,-447.3,-56.9808917197
216439,-447.4,-56.9936305732
216560,-447.1,-56.9554140127
216678,-442.8,-56.4076433121
216792,-440.7,-56.1401273885
216904,-440.2,-56.076433121
217018,-441.7,-56.2675159236
217131,-440.7,-56.1401273885
217244,-439.4,-55.974522293
217356,-440.3,-56.0891719745
217470,-440.9,-56.1656050955
217584,-441.3,-56.2165605096
217699,-441.1,-56.1910828025
217817,-447.1,-56.9554140127
217939,-446.2,-56.8407643312
218060,-445,-56.6878980892
218181,-445.7,-56.7770700637
218303,-446.3,-56.8535031847
218426,-447,-56.9426751592
218551,-449.5,-57.2611464968
218681,-453.1,-57.7197452229
218814,-452.9,-57.6942675159
218946,-451.3,-57.4904458599
219076,-451,-57.4522292994
219207,-451.4,-57.5031847134
219339,-452.5,-57.6433121019
219472,-453.5,-57.7707006369
219605,-450.4,-57.3757961783
219738,-453.8,-57.8089171975
219878,-459.5,-58.5350318471
220023,-459.1,-58.4840764331
220167,-458.5,-58.4076433121
220312,-459.7,-58.5605095541
220461,-463,-58.9808917197
220613,-462,-58.8535031847
220761,-459,-58.4713375796
220907,-459.8,-58.5732484076
221058,-463,-58.9808917197
221210,-462.1,-58.8662420382
221363,-462.4,-58.9044585987
221520,-467.4,-59.5414012739
221684,-469.8,-59.847133758
221850,-468.7,-59.7070063694
222015,-468.9,-59.7324840764
222182,-469.8,-59.847133758
222355,-474.9,-60.4968152866
222535,-476.2,-60.6624203822
222711,-471.3,-60.0382165605
222885,-473,-60.2547770701
223062,-474.5,-60.4458598726
223240,-473.7,-60.3439490446
223420,-476.2,-60.6624203822
223605,-478.2,-60.9171974522
223792,-478,-60.8917197452
223979,-477.7,-60.8535031847
224164,-476.6,-60.7133757962
224351,-478.3,-60.9299363057
224536,-475.6,-60.5859872611
224716,-472.4,-60.178343949
224888,-467.8,-59.5923566879
225058,-469.8,-59.847133758
225229,-469.7,-59.8343949045
225399,-467.8,-59.5923566879
225562,-462.5,-58.9171974522
225726,-468.4,-59.6687898089
225900,-472.2,-60.152866242
226072,-467,-59.4904458599
226238,-466.2,-59.3885350318
226408,-469.8,-59.847133758
226582,-470.8,-59.974522293
226758,-472.1,-60.1401273885
226939,-475.2,-60.5350318471
227128,-479.2,-61.0445859873
227321,-478.8,-60.9936305732
227512,-476.3,-60.6751592357
227699,-475.9,-60.6242038217
227883,-474.1,-60.3949044586
228064,-472.3,-60.1656050955
228241,-469.4,-59.7961783439
228416,-470.6,-59.949044586
228596,-474.4,-60.4331210191
228783,-477.6,-60.8407643312
228974,-477.7,-60.8535031847
229165,-476.9,-60.7515923567
229354,-475.9,-60.6242038217
229541,-475.2,-60.5350318471
229726,-474.2,-60.4076433121
229909,-472.1,-60.1401273885
230088,-471,-60
230264,-469.3,-59.7834394904
230440,-471.3,-60.0382165605
230618,-470,-59.872611465
230794,-470.2,-59.898089172
230972,-471.1,-60.0127388535
231146,-466.8,-59.4649681529
231315,-465.6,-59.3121019108
231482,-465.2,-59.2611464968
231649,-464.7,-59.1974522293
231815,-464.5,-59.1719745223
231979,-462.2,-58.8789808917
232140,-461.3,-58.7643312102
232299,-460.4,-58.6496815287
232458,-460.9,-58.7133757962
232617,-460.2,-58.6242038217
232774,-458.8,-58.4458598726
232930,-458.2,-58.3694267516
233083,-456.1,-58.101910828
233236,-457.5,-58.2802547771
233390,-457.9,-58.3312101911
233542,-455.2,-57.9872611465
233691,-452.9,-57.6942675159
233836,-451.2,-57.4777070064
233979,-449.6,-57.2738853503
234122,-452.3,-57.6178343949
234268,-451.6,-57.5286624204
234411,-448.9,-57.1847133758
234552,-448.9,-57.1847133758
234694,-449.1,-57.2101910828
234837,-451.5,-57.5159235669
234984,-452.2,-57.6050955414
235129,-450.2,-57.3503184713
235271,-447.1,-56.9554140127
235411,-447,-56.9426751592
235552,-448.9,-57.1847133758
235694,-448.2,-57.0955414013
235836,-448,-57.0700636943
235977,-446.6,-56.8917197452
236114,-443.9,-56.5477707006
236250,-443.6,-56.5095541401
236385,-441.8,-56.2802547771
236518,-442.1,-56.3184713376
236652,-441.9,-56.2929936306
236785,-440.6,-56.127388535
236916,-438.5,-55.8598726115
237043,-434.2,-55.3121019108
237166,-433.8,-55.2611464968
237288,-431.8,-55.0063694268
237410,-432.5,-55.0955414013
237529,-428.4,-54.5732484076
237643,-424.1,-54.025477707
237755,-424,-54.0127388535
237866,-422.4,-53.8089171975
237975,-421.1,-53.6433121019
238084,-421.7,-53.7197452229
238194,-422.8,-53.8598726115
238306,-423.6,-53.9617834395
238419,-424.1,-54.025477707
238532,-424.7,-54.101910828
238647,-426.1,-54.2802547771
238764,-427.1,-54.4076433121
238883,-427.8,-54.4968152866
239003,-429.5,-54.7133757962
239125,-430.2,-54.8025477707
239248,-430.7,-54.8662420382
239375,-434.4,-55.3375796178
239506,-436.5,-55.6050955414
239642,-440.9,-56.1656050955
239784,-443.6,-56.5095541401
239931,-446.2,-56.8407643312
240080,-445.5,-56.7515923567
240231,-448.2,-57.0955414013
240387,-451.1,-57.4649681529
240548,-453,-57.7070063694
240711,-453.6,-57.7834394904
240877,-455.3,-58
241048,-457.1,-58.2292993631
241224,-460.9,-58.7133757962
241406,-463.3,-59.0191082803
241596,-466.6,-59.4394904459
241792,-469,-59.7452229299
241991,-468.3,-59.6560509554
242187,-466.8,-59.4649681529
242382,-466.4,-59.4140127389
242576,-466,-59.3630573248
242770,-465.4,-59.2866242038
242959,-461.6,-58.8025477707
243144,-461,-58.7261146497
243330,-462.5,-58.9171974522
243519,-464.2,-59.1337579618
243714,-467,-59.4904458599
243916,-469.7,-59.8343949045
244124,-472.4,-60.178343949
244337,-473.1,-60.2675159236
244551,-473.6,-60.3312101911
244767,-473.9,-60.3694267516
244983,-473.3,-60.2929936306
245196,-471.8,-60.101910828
245407,-471,-60
245618,-471.8,-60.101910828
245834,-474.7,-60.4713375796
246053,-474,-60.3821656051
246269,-472.8,-60.2292993631
246485,-472.6,-60.2038216561
246700,-472.3,-60.1656050955
246917,-474.1,-60.3949044586
247135,-473.2,-60.2802547771
247351,-471.3,-60.0382165605
247566,-472.4,-60.178343949
247785,-474.5,-60.4458598726
248007,-474.5,-60.4458598726
248229,-474.3,-60.4203821656
248453,-475.9,-60.6242038217
248680,-476.2,-60.6624203822
248907,-475.2,-60.5350318471
249128,-472.3,-60.1656050955
249345,-470.8,-59.974522293
249560,-470.6,-59.949044586
249772,-468.4,-59.6687898089
249984,-470.1,-59.8853503185
250199,-470.9,-59.9872611465
250413,-468.8,-59.7197452229
250618,-463.6,-59.0573248408
250818,-463.5,-59.0445859873
251021,-466.1,-59.3757961783
251231,-469.8,-59.847133758
251448,-470.7,-59.9617834395
251666,-470.8,-59.974522293
251883,-469.3,-59.7834394904
252102,-472.6,-60.2038216561
252329,-474.8,-60.4840764331
252553,-470.8,-59.974522293
252769,-467.9,-59.6050955414
252986,-471.2,-60.025477707
253213,-474.7,-60.4713375796
253442,-473.5,-60.3184713376
253670,-473.2,-60.2802547771
253896,-471.7,-60.0891719745
254121,-472.4,-60.178343949
254345,-470.6,-59.949044586
254560,-465.5,-59.2993630573
254767,-462.7,-58.9426751592
254972,-464.3,-59.1464968153
255183,-466.4,-59.4140127389
255399,-468.7,-59.7070063694
255620,-470.1,-59.8853503185
255844,-470.3,-59.9108280255
256068,-469.8,-59.847133758
256294,-471.8,-60.101910828
256525,-473.3,-60.2929936306
256759,-473.2,-60.2802547771
256994,-474.4,-60.4331210191
257234,-476.1,-60.6496815287
257479,-477.1,-60.7770700637
257726,-477.8,-60.8662420382
257975,-478.7,-60.9808917197
258224,-476.6,-60.7133757962
258471,-477.6,-60.8407643312
258723,-479.7,-61.1082802548
258978,-479.5,-61.0828025478
259235,-480.2,-61.1719745223
259492,-480,-61.1464968153
259750,-479.6,-61.0955414013
260009,-481.5,-61.3375796178
260272,-481.6,-61.3503184713
260536,-481.3,-61.3121019108
260801,-482.9,-61.5159235669
261069,-482.4,-61.4522292994
261336,-482.4,-61.4522292994
261602,-481,-61.2738853503
261865,-480.8,-61.2484076433
262131,-482.4,-61.4522292994
262399,-481.7,-61.3630573248
262665,-481.2,-61.2993630573
262933,-482.5,-61.4649681529
263201,-480.8,-61.2484076433
263466,-480.5,-61.2101910828
263732,-481.9,-61.3885350318
264004,-483.3,-61.5668789809
264273,-479.7,-61.1082802548
264533,-477.3,-60.8025477707
264792,-479.4,-61.0700636943
265055,-479.4,-61.0700636943
265321,-481.1,-61.2866242038
265595,-483.8,-61.6305732484
265865,-479.1,-61.0318471338
266123,-475.5,-60.5732484076
266380,-478.1,-60.9044585987
266643,-479,-61.0191082803
266905,-477.8,-60.8662420382
267167,-478.5,-60.9554140127
267431,-478.5,-60.9554140127
267692,-476.3,-60.6751592357
267946,-473.8,-60.3566878981
268194,-472.2,-60.152866242
268435,-468.4,-59.6687898089
268677,-472.4,-60.178343949
268926,-473.4,-60.3057324841
269178,-473.8,-60.3566878981
269429,-472.7,-60.2165605096
269678,-472.4,-60.178343949
269926,-471.7,-60.0891719745
270169,-468.6,-59.6942675159
270409,-469,-59.7452229299
270648,-467.8,-59.5923566879
270883,-465.7,-59.3248407643
271114,-464.9,-59.2229299363
271347,-467.1,-59.5031847134
271584,-467.7,-59.5796178344
271822,-467.3,-59.5286624204
272053,-462.3,-58.8917197452
272276,-461.2,-58.7515923567
272500,-463.2,-59.0063694268
272724,-461.8,-58.8280254777
272946,-460.6,-58.6751592357
273166,-460.3,-58.6369426752
273385,-460.3,-58.6369426752
273605,-460.4,-58.6496815287
273827,-461.8,-58.8280254777
274048,-459.2,-58.4968152866
274263,-457.7,-58.3057324841
274477,-457.6,-58.2929936306
274692,-458.6,-58.4203821656
274909,-458.7,-58.4331210191
275127,-459.8,-58.5732484076
275344,-457.5,-58.2802547771
275559,-457.4,-58.2675159236
275772,-456.4,-58.1401273885
275983,-455.5,-58.025477707
276195,-456.2,-58.1146496815
276409,-457.1,-58.2292993631
276622,-455.5,-58.025477707
276830,-452.7,-57.6687898089
277036,-453.5,-57.7707006369
277246,-455.5,-58.025477707
277460,-457.2,-58.2420382166
277680,-459.3,-58.5095541401
277903,-459.6,-58.5477707006
278130,-462.3,-58.8917197452
278361,-462.4,-58.9044585987
278593,-462.2,-58.8789808917
278825,-462.1,-58.8662420382
279057,-462.1,-58.8662420382
279292,-463.4,-59.0318471338
279533,-465.9,-59.3503184713
279781,-468.2,-59.6433121019
280038,-472.2,-60.152866242
280303,-472.2,-60.152866242
280564,-469.1,-59.7579617834
280817,-466.6,-59.4394904459
281071,-468.6,-59.6942675159
281332,-471.2,-60.025477707
281602,-473.4,-60.3057324841
281875,-472.6,-60.2038216561
282143,-469.9,-59.8598726115
282405,-468.1,-59.6305732484
282661,-464.9,-59.2229299363
282910,-463,-58.9808917197
283160,-465.2,-59.2611464968
283417,-467.1,-59.5031847134
283677,-467,-59.4904458599
283941,-469.4,-59.7961783439
284218,-474.7,-60.4713375796
284508,-477.3,-60.8025477707
284804,-477.5,-60.8280254777
285102,-478.4,-60.9426751592
285398,-475.6,-60.5859872611
285686,-473,-60.2547770701
285968,-472,-60.127388535
286248,-471.2,-60.025477707
286525,-470.2,-59.898089172
286802,-470.6,-59.949044586
287079,-469.5,-59.8089171975
287351,-467.5,-59.5541401274
287617,-465.5,-59.2993630573
287879,-464.4,-59.1592356688
288145,-468,-59.6178343949
288418,-468.8,-59.7197452229
288698,-472.1,-60.1401273885
288986,-473.1,-60.2675159236
289271,-470.5,-59.9363057325
289549,-468.2,-59.6433121019
289823,-467.6,-59.5668789809
290100,-470.3,-59.9108280255
290382,-470.4,-59.923566879
290660,-466.8,-59.4649681529
290929,-465.4,-59.2866242038
291193,-462.5,-58.9171974522
291455,-464.3,-59.1464968153
291721,-465.2,-59.2611464968
291986,-462.6,-58.9299363057
292242,-459.7,-58.5605095541
292490,-456.1,-58.101910828
292732,-455.8,-58.0636942675
292976,-457.1,-58.2292993631
293232,-463.7,-59.0700636943
293502,-466.5,-59.4267515924
293779,-467.3,-59.5286624204
294060,-468.9,-59.7324840764
294348,-471.7,-60.0891719745
294637,-468.7,-59.7070063694
294919,-467.4,-59.5414012739
295198,-466.2,-59.3885350318
295474,-465.2,-59.2611464968
295749,-465.1,-59.2484076433
296020,-462.9,-58.9681528662
296289,-462.7,-58.9426751592
296562,-465.8,-59.3375796178
296840,-465.1,-59.2484076433
297116,-464.5,-59.1719745223
297393,-465.1,-59.2484076433
297669,-463.9,-59.0955414013
297943,-463.2,-59.0063694268
298215,-462.7,-58.9426751592
298485,-461,-58.7261146497
298749,-458.7,-58.4331210191
299012,-460.1,-58.6114649682
299275,-458,-58.3439490446
299533,-456.6,-58.1656050955
299788,-455,-57.9617834395
300039,-454.4,-57.8853503185
300293,-455.5,-58.025477707
300547,-454.7,-57.923566879
300799,-453.7,-57.7961783439
301052,-454.9,-57.949044586
301305,-453.4,-57.7579617834
301560,-455.8,-58.0636942675
301813,-451,-57.4522292994
302061,-452.4,-57.6305732484
302320,-457.7,-58.3057324841
302583,-455,-57.9617834395
302834,-449.5,-57.2611464968
303077,-448,-57.0700636943
303316,-446.2,-56.8407643312
303558,-449.8,-57.2993630573
303810,-453,-57.7070063694
304068,-453.9,-57.821656051
304333,-456.5,-58.152866242
304606,-459,-58.4713375796
304886,-460.5,-58.6624203822
305171,-461.6,-58.8025477707
305463,-464.6,-59.1847133758
305764,-466.5,-59.4267515924
306073,-468.2,-59.6433121019
306386,-468.9,-59.7324840764
306698,-466.5,-59.4267515924
307005,-466.2,-59.3885350318
307309,-464,-59.1082802548
307608,-463.2,-59.0063694268
307908,-463.9,-59.0955414013
308206,-462.2,-58.8789808917
308500,-460.3,-58.6369426752
308789,-459.5,-58.5350318471
309077,-459,-58.4713375796
309365,-458.8,-58.4458598726
309651,-458,-58.3439490446
309934,-456.2,-58.1146496815
310215,-455.8,-58.0636942675
310493,-454.3,-57.872611465
310766,-452.6,-57.6560509554
311035,-451.2,-57.4777070064
311302,-450.4,-57.3757961783
311568,-450.1,-57.3375796178
311832,-449.5,-57.2611464968
312099,-450.9,-57.4394904459
312367,-450.4,-57.3757961783
312634,-450.1,-57.3375796178
312899,-447.9,-57.0573248408
313159,-447.2,-56.9681528662
313418,-446.2,-56.8407643312
313674,-444.7,-56.6496815287
313928,-445,-56.6878980892
314183,-445,-56.6878980892
314438,-444.8,-56.6624203822
314692,-443.6,-56.5095541401
314943,-443,-56.4331210191
315194,-443,-56.4331210191
315443,-441.1,-56.1910828025
315689,-440.3,-56.0891719745
315934,-440.3,-56.0891719745
316179,-440.7,-56.1401273885
316424,-438.8,-55.898089172
316666,-438.9,-55.9108280255
316910,-439.9,-56.0382165605
317155,-439.2,-55.949044586
317401,-440.4,-56.101910828
317649,-440.6,-56.127388535
317897,-439,-55.923566879
318141,-438.4,-55.847133758
318385,-438.1,-55.8089171975
318628,-437,-55.6687898089
318872,-438.1,-55.8089171975
319118,-437.9,-55.7834394904
319364,-436.9,-55.6560509554
319608,-436.3,-55.5796178344
319853,-436.7,-55.6305732484
320102,-438.2,-55.821656051
320354,-438.4,-55.847133758
320607,-437.7,-55.7579617834
320856,-434.7,-55.3757961783
321095,-430,-54.7770700637
321329,-429.1,-54.6624203822
321559,-426.5,-54.3312101911
321783,-423.2,-53.9108280255
322000,-420.2,-53.5286624204
322214,-418.8,-53.3503184713
322426,-418.7,-53.3375796178
322638,-416.2,-53.0191082803
322847,-415.9,-52.9808917197
323057,-416.2,-53.0191082803
323269,-415.8,-52.9681528662
323482,-414.9,-52.8535031847
323695,-415.2,-52.8917197452
323911,-415.5,-52.9299363057
324129,-414.8,-52.8407643312
324349,-415.6,-52.9426751592
324574,-417.2,-53.1464968153
324804,-419,-53.3757961783
325039,-420.3,-53.5414012739
325278,-421,-53.6305732484
325527,-426.3,-54.3057324841
325789,-430,-54.7770700637
326061,-431.7,-54.9936305732
326342,-435.9,-55.5286624204
326639,-440.5,-56.1146496815
326952,-444.4,-56.6114649682
327273,-444.5,-56.6242038217
327597,-445.4,-56.7388535032
327924,-445.9,-56.8025477707
328258,-448.3,-57.1082802548
328602,-450.6,-57.4012738854
328955,-452.3,-57.6178343949
329318,-455.6,-58.0382165605
329694,-457.8,-58.3184713376
330081,-459.9,-58.5859872611
330476,-461.4,-58.7770700637
330883,-465,-59.2356687898
331300,-465.8,-59.3375796178
331725,-467.8,-59.5923566879
332164,-471.5,-60.0636942675
332624,-475.8,-60.6114649682
333106,-479.4,-61.0700636943
333602,-480.7,-61.2356687898
334101,-480.3,-61.1847133758
334600,-480.4,-61.1974522293
335100,-480.1,-61.1592356688
335595,-478.4,-60.9426751592
336081,-476.6,-60.7133757962
336567,-477.5,-60.8280254777
337055,-476.7,-60.7261146497
337544,-477.4,-60.8152866242
338033,-475.8,-60.6114649682
338521,-476.6,-60.7133757962
339015,-477.2,-60.7898089172
339505,-474.6,-60.4585987261
339993,-475.5,-60.5732484076
340490,-477.3,-60.8025477707
340984,-473.9,-60.3694267516
341462,-470.4,-59.923566879
341930,-470,-59.872611465
342401,-470.3,-59.9108280255
342879,-471.8,-60.101910828
343364,-472,-60.127388535
343853,-472.6,-60.2038216561
344348,-473,-60.2547770701
344839,-470.5,-59.9363057325
345327,-471.3,-60.0382165605
345821,-471.7,-60.0891719745
346319,-472.3,-60.1656050955
346823,-472.8,-60.2292993631
347330,-472.7,-60.2165605096
347841,-473.3,-60.2929936306
348357,-474.1,-60.3949044586
348877,-473.9,-60.3694267516
349404,-475.8,-60.6114649682
349945,-477.6,-60.8407643312
350493,-477.8,-60.8662420382
351044,-477.9,-60.8789808917
351596,-477.5,-60.8280254777
352150,-478,-60.8917197452
352710,-478.9,-61.0063694268
353273,-478.6,-60.9681528662
353838,-478.7,-60.9808917197
354400,-477.3,-60.8025477707
354958,-477.1,-60.7770700637
355512,-475.5,-60.5732484076
356060,-474.5,-60.4458598726
356612,-476.4,-60.6878980892
357167,-475.1,-60.5222929936
357712,-472.6,-60.2038216561
358247,-471.6,-60.076433121
358786,-473.2,-60.2802547771
359327,-471.9,-60.1146496815
359855,-468.3,-59.6560509554
360376,-468.9,-59.7324840764
360904,-469.9,-59.8598726115
361440,-471.1,-60.0127388535
361973,-468.4,-59.6687898089
362503,-469.1,-59.7579617834
363042,-470.9,-59.9872611465
363580,-468,-59.6178343949
364114,-468.7,-59.7070063694
364659,-470.9,-59.9872611465
365208,-468.9,-59.7324840764
365743,-466,-59.3630573248
366267,-464.3,-59.1464968153
366784,-462.5,-58.9171974522
367297,-462.6,-58.9299363057
367816,-463.3,-59.0191082803
368329,-460.2,-58.6242038217
368829,-457.6,-58.2929936306
369331,-460.7,-58.6878980892
369858,-464.9,-59.2229299363
370403,-466.1,-59.3757961783
370960,-468.1,-59.6305732484
371545,-473.8,-60.3566878981
372149,-473.3,-60.2929936306
372746,-470.8,-59.974522293
373331,-469.4,-59.7961783439
373909,-468,-59.6178343949
374478,-466.1,-59.3757961783
375042,-465.8,-59.3375796178
375604,-464.8,-59.2101910828
376155,-461.7,-58.8152866242
376690,-458.9,-58.4585987261
377204,-454.2,-57.8598726115
377702,-452.6,-57.6560509554
378210,-457.1,-58.2292993631
378743,-460.6,-58.6751592357
379297,-462.7,-58.9426751592
379864,-464.3,-59.1464968153
380435,-463.1,-58.9936305732
380997,-461,-58.7261146497
381551,-459.4,-58.5222929936
382095,-457.4,-58.2675159236
382622,-452.6,-57.6560509554
383134,-451.4,-57.5031847134
383641,-450.1,-57.3375796178
384159,-454.5,-57.898089172
384710,-459.6,-58.5477707006
385288,-462.2,-58.8789808917
385894,-467.1,-59.5031847134
386528,-468.8,-59.7197452229
387167,-467.6,-59.5668789809
387804,-467.2,-59.5159235669
388435,-464.8,-59.2101910828
389061,-465.1,-59.2484076433
389700,-467.3,-59.5286624204
390349,-466.7,-59.4522292994
390999,-466.8,-59.4649681529
391658,-468.3,-59.6560509554
392317,-465.7,-59.3248407643
392972,-466.6,-59.4394904459
393636,-467.2,-59.5159235669
394297,-465,-59.2356687898
394935,-460.3,-58.6369426752
395543,-455.6,-58.0382165605
396126,-451.9,-57.5668789809
396694,-450.5,-57.3885350318
397253,-448.6,-57.1464968153
397808,-448.3,-57.1082802548
398361,-447.2,-56.9681528662
398909,-445.9,-56.8025477707
399455,-445.9,-56.8025477707
400003,-446,-56.8152866242
400553,-445.8,-56.7898089172
401097,-443.5,-56.4968152866
401636,-443.2,-56.4585987261
402179,-444.4,-56.6114649682
402728,-444.4,-56.6114649682
403276,-443.3,-56.4713375796
403815,-440.9,-56.1656050955
404346,-439.8,-56.025477707
404874,-439.5,-55.9872611465
405401,-438.6,-55.872611465
405923,-437.1,-55.6815286624
406441,-436.5,-55.6050955414
406957,-435.6,-55.4904458599
407469,-434.4,-55.3375796178
407977,-433.7,-55.2484076433
408485,-433.3,-55.1974522293
408992,-432.3,-55.0700636943
409496,-431.4,-54.9554140127
409995,-429.3,-54.6878980892
410483,-426.4,-54.3184713376
410979,-431.6,-54.9808917197
411492,-431.2,-54.9299363057
412009,-431.9,-55.0191082803
412533,-432.4,-55.0828025478
413062,-432.8,-55.1337579618
413601,-434.5,-55.3503184713
414147,-434.2,-55.3121019108
414692,-432.8,-55.1337579618
415235,-432.2,-55.0573248408
415781,-432.3,-55.0700636943
416327,-431.1,-54.9171974522
416872,-430.8,-54.8789808917
417419,-430.3,-54.8152866242
417969,-430.4,-54.8280254777
418526,-431.1,-54.9171974522
419095,-433,-55.1592356688
419682,-435.5,-55.4777070064
420281,-435.2,-55.4394904459
420888,-436.4,-55.5923566879
421507,-437.3,-55.7070063694
422135,-437.6,-55.7452229299
422766,-436.6,-55.6178343949
